id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 1736464666 ,5465de44-8458-3768-acd7-5a01b6655a73,   -5.304500 ,  -35.741980 ,2024-12-12 16:47:00,Brasil,RIO GRANDE DO NORTE,TOUROS,Caatinga
 1736464679 ,75a24323-0ce5-3302-8004-44c3546fb568,   -6.104520 ,  -38.430570 ,2024-12-12 16:47:00,Brasil,RIO GRANDE DO NORTE,DOUTOR SEVERIANO,Caatinga
 1736464683 ,9942630e-a161-3275-af3e-adbffd65fc5e,   -5.256510 ,  -35.737090 ,2024-12-12 16:47:00,Brasil,RIO GRANDE DO NORTE,SÃO MIGUEL DO GOSTOSO,Caatinga
 1736464697 ,4d06ebd8-fefd-3bdc-8f37-31844f730f30,   -6.280010 ,  -38.370360 ,2024-12-12 16:47:00,Brasil,RIO GRANDE DO NORTE,RIACHO DE SANTANA,Caatinga
 1736464701 ,470e56f5-4b09-3a93-b0c2-688865500b8a,   -6.269580 ,  -38.371350 ,2024-12-12 16:47:00,Brasil,RIO GRANDE DO NORTE,RIACHO DE SANTANA,Caatinga
 1736464722 ,090492b5-1ae3-3ffe-9bf8-fc2304a33039,   -5.980340 ,  -38.063610 ,2024-12-12 16:47:00,Brasil,RIO GRANDE DO NORTE,TABOLEIRO GRANDE,Caatinga
 1736464744 ,5d4cf6c9-24fa-3bf6-b87e-de26fbfd1c7b,   -5.437830 ,  -35.652480 ,2024-12-12 16:47:00,Brasil,RIO GRANDE DO NORTE,PUREZA,Caatinga
 1736464746 ,299492de-2207-39b3-9872-0398ba50074d,   -5.819500 ,  -35.538280 ,2024-12-12 16:47:00,Brasil,RIO GRANDE DO NORTE,IELMO MARINHO,Caatinga
 1736464752 ,b823a890-a8ad-38e0-b33a-fa9be5efc3d1,   -4.938520 ,  -37.570660 ,2024-12-12 16:47:00,Brasil,RIO GRANDE DO NORTE,BARAÚNA,Caatinga
 1736464813 ,d7d3553f-b10c-3335-b098-a42bdaf04d87,   -5.418650 ,  -37.847430 ,2024-12-12 16:47:00,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga
 1736464828 ,a718035a-54cc-3257-a655-bb4182fc47ca,   -6.210890 ,  -38.386440 ,2024-12-12 16:47:00,Brasil,RIO GRANDE DO NORTE,CORONEL JOÃO PESSOA,Caatinga
 1736464851 ,d4947f58-6b77-3d98-99dc-19f4bb7ce452,   -5.420210 ,  -37.858570 ,2024-12-12 16:47:00,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga
 1736464898 ,51764812-341b-3198-986c-62a2016363df,   -6.014770 ,  -37.159300 ,2024-12-12 16:47:00,Brasil,RIO GRANDE DO NORTE,JUCURUTU,Caatinga
 1736465006 ,a3ddf848-ec66-38dc-99e3-9496bd495198,   -6.334150 ,  -38.483170 ,2024-12-12 16:47:00,Brasil,RIO GRANDE DO NORTE,VENHA-VER,Caatinga
 1736465007 ,0bad51b1-5f37-31bc-8d1a-7baef07598ee,   -4.927410 ,  -37.561490 ,2024-12-12 16:47:00,Brasil,RIO GRANDE DO NORTE,BARAÚNA,Caatinga
 1736610591 ,92bffcf8-543a-3487-bc02-5dd34d21612f,   -6.182150 ,  -38.424520 ,2024-12-13 17:26:00,Brasil,RIO GRANDE DO NORTE,SÃO MIGUEL,Caatinga
 1736610840 ,f3733057-743d-3c43-aeb6-1aecb297d196,   -5.437280 ,  -37.861130 ,2024-12-13 17:26:00,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga
 1736611059 ,aa6ecef7-420e-3d6a-a502-1946feade946,   -6.191080 ,  -38.481330 ,2024-12-13 17:26:00,Brasil,RIO GRANDE DO NORTE,SÃO MIGUEL,Caatinga
 1736611109 ,0a8287ad-c57b-329b-9adb-da2ca7b6d148,   -6.188160 ,  -38.462750 ,2024-12-13 17:26:00,Brasil,RIO GRANDE DO NORTE,SÃO MIGUEL,Caatinga
 1736773892 ,46272d28-7b27-3559-a5dd-9b1ac54f2484,   -5.995090 ,  -38.143260 ,2024-12-14 16:28:00,Brasil,RIO GRANDE DO NORTE,FRANCISCO DANTAS,Caatinga
 1737230086 ,23956db6-ef08-3948-b833-3e977471285c,   -6.266510 ,  -37.824180 ,2024-12-17 16:49:00,Brasil,RIO GRANDE DO NORTE,JOÃO DIAS,Caatinga
 1737230196 ,80cdc805-e689-386b-ae67-5559d94d5af5,   -6.461970 ,  -36.808910 ,2024-12-17 16:49:00,Brasil,RIO GRANDE DO NORTE,SÃO JOSÉ DO SERIDÓ,Caatinga
 1737230243 ,9622b956-2816-38ad-9d50-0e5a819a1c67,   -6.394720 ,  -38.154660 ,2024-12-17 16:49:00,Brasil,RIO GRANDE DO NORTE,TENENTE ANANIAS,Caatinga
 1737230245 ,4cc3c58a-aa3d-3563-b7b9-87b0afe7541d,   -6.315990 ,  -38.542850 ,2024-12-17 16:49:00,Brasil,RIO GRANDE DO NORTE,VENHA-VER,Caatinga
 1737230402 ,949a3e20-59f4-356f-bdb5-d8f31e6da106,   -5.187290 ,  -36.853330 ,2024-12-17 16:49:00,Brasil,RIO GRANDE DO NORTE,CARNAUBAIS,Caatinga
 1737230675 ,1b30258d-2800-3524-ac20-a90e70bc0048,   -6.470740 ,  -35.330260 ,2024-12-17 16:49:00,Brasil,RIO GRANDE DO NORTE,NOVA CRUZ,Caatinga
 1737230690 ,1033d0eb-4b04-3384-bb34-abf1f3d27416,   -5.415980 ,  -36.783060 ,2024-12-17 16:49:00,Brasil,RIO GRANDE DO NORTE,AFONSO BEZERRA,Caatinga
 1737550122 ,c3d590df-2060-3401-ba3e-05e716393cb4,   -5.208570 ,  -37.081600 ,2024-12-19 16:30:00,Brasil,RIO GRANDE DO NORTE,SERRA DO MEL,Caatinga
 1737720040 ,0b891d51-5b53-3ffb-bdfd-2a401b66ea4a,   -5.670830 ,  -35.795570 ,2024-12-20 17:09:00,Brasil,RIO GRANDE DO NORTE,BENTO FERNANDES,Caatinga
 1737720119 ,04ad33de-802e-37da-8b15-b38e84b18b4f,   -6.240910 ,  -38.457250 ,2024-12-20 17:09:00,Brasil,RIO GRANDE DO NORTE,CORONEL JOÃO PESSOA,Caatinga
 1737720132 ,a92c6875-cd06-30c5-b8a8-5132f43d7590,   -5.315050 ,  -35.733260 ,2024-12-20 17:09:00,Brasil,RIO GRANDE DO NORTE,TOUROS,Caatinga
 1737720277 ,a7948433-104b-3e93-99ae-25b548d7006b,   -6.107090 ,  -38.421950 ,2024-12-20 17:09:00,Brasil,RIO GRANDE DO NORTE,DOUTOR SEVERIANO,Caatinga
 1737720285 ,7592c759-dedd-36a4-b846-fde3f6cfbacf,   -5.364160 ,  -36.874230 ,2024-12-20 17:09:00,Brasil,RIO GRANDE DO NORTE,CARNAUBAIS,Caatinga
 1737720344 ,ab38e6b2-7fd3-38f1-bc44-be982e355879,   -5.317210 ,  -35.747390 ,2024-12-20 17:09:00,Brasil,RIO GRANDE DO NORTE,TOUROS,Caatinga
